,TRBJ1-1,TRBJ1-2,TRBJ1-3,TRBJ1-4,TRBJ1-5,TRBJ1-6,TRBJ2-1,TRBJ2-2,TRBJ2-3,TRBJ2-4,TRBJ2-5,TRBJ2-6,TRBJ2-7
GH03_W_ZXM1225__TRB.csv,0.11904622208662388,0.12209718490008097,0.02160316361374811,0.02329292763350896,0.08090918691841022,0.025933183914385288,0.162276018258839,0.039521702906628806,0.12072425163402528,0.01281404381651979,0.08714019174127835,0.012227320198547272,0.1724146023774041
BW_CT0530__TRB.csv,0.11557974504704106,0.07226342998426613,0.014674244613556818,0.023183379892752785,0.07475195067912532,0.019876055614423786,0.21947147031435635,0.04553190122981087,0.11978614776996435,0.016600841280544586,0.07065793276177632,0.018110008669685002,0.1895128921426966
BW_17__TRB.csv,0.11654411214113489,0.08323723660761086,0.02114627169664385,0.035867790873556675,0.07580908451020622,0.033082233837029934,0.18070178065984754,0.0593802884399383,0.11955431087415572,0.016114297695176194,0.08232369370853489,0.01872014137450766,0.15751875758165726
BW_1__TRB.csv,0.09778606278192029,0.08317223603056247,0.01818098131271288,0.028122986283715363,0.06427782380557857,0.0115990057995029,0.26010310227377337,0.03431372549019608,0.11378072355702845,0.012565589616128142,0.0749562735892479,0.021725121973672098,0.17941636748596151
BW_2__TRB.csv,0.12684684684684686,0.09993993993993994,0.025675675675675677,0.0327027027027027,0.09117117117117117,0.03249249249249249,0.18534534534534536,0.03843843843843844,0.10186186186186186,0.013663663663663663,0.0739039039039039,0.014324324324324324,0.16363363363363365
BW_4__TRB.csv,0.14290486108382128,0.10213384681887845,0.023067552167249577,0.030887727433489214,0.08615946869965026,0.02491452823515542,0.1863087986796086,0.032695406138248125,0.12500491217039336,0.012142885212402248,0.07609934373403544,0.013105670609502103,0.14457499901756593
BW_9__TRB.csv,0.08231639671621921,0.0873086310184158,0.019747060128688706,0.026403372531617484,0.07665853117372975,0.025626802751275792,0.18182826714000444,0.04870201908142889,0.10738850676725094,0.01908142888839583,0.07177723541158199,0.01686265808741957,0.2362990903039716
BW_8__TRB.csv,0.07563158311554605,0.0544864179931892,0.00958264037380217,0.013225627623346796,0.15918270373010215,0.014492753623188406,0.17114120535360736,0.04339906549457512,0.08703571711412053,0.011641720123544785,0.13209788548348778,0.013384018373326997,0.21469866159816267
BW_5__TRB.csv,0.12202358596860212,0.0906444828363254,0.017539247352212125,0.021501539848268608,0.07533989333733944,0.019849019755126568,0.22735296326898521,0.03688124389694284,0.1217982423195373,0.015605047697739053,0.07295500638473672,0.026196199203785773,0.15231352813039886
BW_6__TRB.csv,0.09694483428694807,0.09170894958436791,0.022346971823383355,0.03076756990175969,0.0743819496923243,0.028986289539026232,0.17683255964590305,0.052466803411421785,0.10153298067580697,0.020403756882219584,0.0756234481269567,0.01662528338551225,0.21137860304437006
BW_7__TRB.csv,0.09805153991200503,0.08629792583280955,0.020490257699560026,0.022564424890006287,0.07146448774355751,0.025769956002514142,0.197171590194846,0.056882463859208046,0.10025141420490258,0.016216216216216217,0.08334380892520428,0.016027655562539284,0.20546825895663104
BW_16__TRB.csv,0.11780032222334105,0.09709495519081664,0.017483133621991744,0.02815678179438123,0.07683012788238848,0.03239854999496526,0.17474322827509817,0.05767294330883093,0.11815275400261807,0.013014802134729634,0.09222384452723795,0.014046923774040883,0.16038163326955995
BW_11__TRB.csv,0.11626496892526907,0.08371770718291864,0.018514909374390955,0.035059226055133286,0.0730202039888261,0.023387253946599105,0.16414387492150112,0.042183676562939865,0.13958725827757207,0.015353299118647004,0.11017995192620023,0.02442668745533684,0.15416098226466576
BW_12__TRB.csv,0.11545464427414534,0.09045328550464699,0.019199413011576717,0.035300831566932984,0.08098266210120116,0.03126528615685635,0.15537529213544216,0.06634871460405457,0.11893309418990163,0.014185553562693624,0.09768193923582803,0.014185553562693624,0.16063373009402684
BW_13__TRB.csv,0.09089165254643691,0.06317337510789987,0.011924933661562071,0.02592793887272611,0.09850059145113335,0.02656734550337287,0.20109338533840596,0.05265513603376067,0.10355190383324275,0.01681639438600978,0.08967677994820807,0.021100418811343075,0.19812014450589852
BW_14__TRB.csv,0.10411770716256258,0.06590374987227955,0.0167569224481455,0.028813732502298968,0.06304281189332789,0.02063962399100848,0.18381526514764485,0.067027689792582,0.134055379585164,0.020230918565443956,0.09032389904975989,0.01890262593235925,0.1863696740574231
BW_15__TRB.csv,0.08379385923830576,0.06684026151626983,0.011558419662426706,0.023191772353459095,0.11136921376519736,0.02899908207039958,0.20645922706580994,0.03637998538805942,0.09670107341563478,0.013057080234540379,0.09151196118469118,0.016429066521796144,0.21370899758340983
BF__TRB.csv,0.14240145819093186,0.10457963089542037,0.01594896331738437,0.02939166097060834,0.09523809523809523,0.028708133971291867,0.20893141945773525,0.030303030303030304,0.06766917293233082,0.012759170653907496,0.046707678286625656,0.01594896331738437,0.20141262246525404
BW_10__TRB.csv,0.10320140693819743,0.07696138701694863,0.025119449675501532,0.036776492926400325,0.06855711017384403,0.027251645837548442,0.16719841875087543,0.061522419186652764,0.11457830762765941,0.017742362224331936,0.08595707593419763,0.01603037990444026,0.19910354380340217
iRNormal_088_R__TRB.csv,0.12374840059304994,0.08891687145845605,0.016593212421552896,0.03361293336312123,0.0861141011840689,0.01383106200621484,0.2026524767959055,0.02691065662002153,0.12324065235493632,0.012571846375693077,0.06661656884050612,0.016187013831062008,0.18900420415541158
LFJ__TRB.csv,0.1295581750339213,0.09129070556309363,0.021942842605156037,0.03816146540027137,0.1069793080054274,0.03356088873812754,0.17229901628222524,0.03182242198100407,0.10591926729986431,0.010748812754409769,0.07053510854816825,0.01494657394843962,0.17223541383989144
SS03F_W_1_HJ__TRB.csv,0.10401804768001952,0.08725077739162246,0.019450033534540577,0.024022925431376137,0.10999329309188464,0.026888604353393086,0.1834034510090848,0.02274251570026218,0.13017498932991892,0.014572282177915981,0.07755624657033108,0.015852691909029937,0.1840741418206207
WDM__TRB.csv,0.10893015030946065,0.09372236958443855,0.018685529030356616,0.026790450928381962,0.08376068376068375,0.020601237842617155,0.20783966990863542,0.034983790156203946,0.11461833185971117,0.011936339522546418,0.07506631299734748,0.015119363395225464,0.1879457707043914
WGF__TRB.csv,0.1647931455681637,0.1337782577138912,0.02223441732018623,0.035812282037210784,0.09713395528332949,0.02614668342509161,0.1577475260670219,0.02600506293260635,0.09821381153852962,0.009966542158650357,0.05691373541751491,0.016357166882047833,0.154897413655756
WJW__TRB.csv,0.09878542510121457,0.0620782726045884,0.010526315789473684,0.018893387314439947,0.08852901484480431,0.02348178137651822,0.26558704453441295,0.025910931174089068,0.14008097165991903,0.008906882591093117,0.08178137651821862,0.006207827260458839,0.16923076923076924
HL_W_XQF1225__TRB.csv,0.12215526409074796,0.08892827602505021,0.018764031667257475,0.025168380007089684,0.08501713340423017,0.01718066879357202,0.1990074441687345,0.03654732364409784,0.11746425617393359,0.011497105045492142,0.06806097128677774,0.014368427271653078,0.19584071842136358
JGR__TRB.csv,0.08374622700609374,0.06851187425252007,0.017227632553106668,0.03314539552366308,0.07953186400136682,0.019562617461131044,0.20920895267384249,0.03767298821117376,0.11916965658636597,0.016060140099094483,0.08374622700609374,0.01737000968164474,0.21504641494390342
