,IGKV1-12,IGKV1-13,IGKV1-16,IGKV1-17,IGKV1-27,IGKV1-33,IGKV1-35,IGKV1-37,IGKV1-39,IGKV1-5,IGKV1-6,IGKV1-8,IGKV1-9,IGKV1D-12,IGKV1D-13,IGKV1D-16,IGKV1D-17,IGKV1D-33,IGKV1D-37,IGKV1D-39,IGKV1D-42,IGKV1D-43,IGKV1D-8,IGKV2-10,IGKV2-18,IGKV2-19,IGKV2-24,IGKV2-26,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2-4,IGKV2-40,IGKV2D-18,IGKV2D-24,IGKV2D-28,IGKV2D-29,IGKV2D-30,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3-31,IGKV3-7,IGKV3D-11,IGKV3D-15,IGKV3D-20,IGKV3D-7,IGKV4-1,IGKV5-2,IGKV6-21,IGKV6D-21,IGKV6D-41,IGKV7-3
BW_2__IGK.csv,0.006405506430206326,0.0008562630703617711,0.020155115348515537,0.016491297403217572,0.011493685059856082,0.012695746677863953,,6.586639002782855e-05,0.038984669597721025,0.06110754334831794,0.008521464209850319,0.003375652488926213,0.021093711406412093,0.006726605081591991,0.0010538622404452568,0.001144428526733521,2.4699896260435705e-05,0.0257784583971414,0.00014819937756261424,0.022468672298243016,,0.0001317327800556571,0.0024535230285366136,,4.116649376739284e-05,,0.008694363483673369,0.00017289927382304994,0.03275206244133775,0.011987682985064797,0.05689209438653691,,0.0029310543562383706,8.233298753478569e-06,0.00040343163892044985,0.010538622404452568,0.012168815557641325,0.020212748439789888,0.05460323733306987,0.33011411352072323,0.1280854287078661,,0.00012349948130217854,0.000724530290306114,0.008373264832287704,0.00030463205387870704,0.0007574634853200283,0.05488316949068814,0.0008480297716082926,0.0023794233397553062,0.0006998303940456784,1.6466597506957138e-05,0.00010703288379522139
BW_4__IGK.csv,0.023292855785951222,0.0007598673154764514,0.017133546680694986,0.005092572296991217,0.015606505633247118,0.05037043531629477,,0.0002922566597986352,0.1075796764718776,0.07360483977028627,0.0031636783423202256,0.0070579983341370394,0.019464293542589103,0.004858766969152309,0.0018777490392062309,0.0017243142928119474,1.4612832989931758e-05,0.022394166557070418,0.00040185290722312335,0.07431356217029796,,0.00023380532783890814,0.0010009790598103255,,0.000241111744333874,,0.0018412169567314015,0.0003507079917583622,0.04574547367498137,0.017279675010594304,0.059247731357678315,7.306416494965879e-06,0.003061388511390703,,0.0013005421361039265,0.016001052123975276,0.013662998845586194,0.01934008446217468,0.06631303610831032,0.0682419300629813,0.17707831017199305,,0.00018996682886911285,0.0010375111422851549,0.0024111174433387402,0.0019069747051860945,0.0011763330556895065,0.06761357824441425,0.002827583183551795,0.002294214779419286,0.000482223488667748,7.306416494965879e-06,0.0001022898309295223
BW_5__IGK.csv,0.022667193078824498,1.7165613842351002e-05,0.023585553419390278,0.01639316121944521,0.012333493545729195,0.03590188135127712,,0.0006780417467728646,0.12166128810766273,0.0530760780005493,0.01636741279868168,0.00564748695413348,0.019525885745674265,0.002446099972535018,0.004420145564405383,0.0005922136775611096,4.2914034605877506e-05,0.009921724800878879,0.0003518950837681956,0.041197473221642404,,0.0007810354298269706,0.0007724526229057952,,9.441087613293051e-05,,0.007261054655314474,0.0006265449052458116,0.07031893710519088,0.002025542433397418,0.05366829167811041,,0.0011157648997528152,,2.5748420763526504e-05,0.06062894809118374,0.01386981598461961,0.006359859928591047,0.07362331776984345,0.042991279868168086,0.17056612194452073,,6.007964844822851e-05,0.0009011947267234277,0.0013217522658610272,0.0004892199945070036,0.0004377231529799506,0.10082223290304862,0.0007209557813787421,0.0028666575116726174,0.0005750480637187586,8.582806921175501e-06,0.00024031859379291403
BW_17__IGK.csv,0.01158083632417995,0.0005007929221267006,0.008430014189132794,0.013041482347049495,0.016380101827894167,0.04832651698522661,,0.0005216592938819798,0.09823887822385444,0.0738043568984225,0.0058634504632334526,0.0067189717051999,0.028816459394040563,0.005905183206744011,8.346548702111677e-05,0.0006677238961689341,,0.016108838995075536,0.00039646106335030463,0.04417410900592605,,0.0008763876137217261,0.0020031716885068026,,0.00012519823053167516,,0.002816960186962691,0.0003547283198397463,0.06908855688172941,0.013897003589015942,0.03426258242216843,,0.004861864618980052,,0.00012519823053167516,0.030777898339036807,0.015399382355396044,0.008471746932643352,0.0869501711042484,0.091853768466739,0.16651364660712795,,0.0006885902679242133,0.000751189383190051,0.0012311159335614723,0.0011059177030297972,0.0005007929221267006,0.08488440030047575,0.0016484433686670562,0.0006051247809030966,0.0002712628328186295,,0.0003755946915950255
BW_9__IGK.csv,0.036689534570890504,0.0014796879203658865,0.02878665590529997,0.05811138014527845,0.013888888888888888,0.02871939736346516,,0.00047080979284369113,0.096045197740113,0.09984530535377993,0.005918751681463546,0.007835620123755717,0.021085552865213884,0.0035983319881624965,0.0006389561474307236,0.00992063492063492,6.725854183481302e-05,0.01099677158999193,0.0002690341673392521,0.12930454667742802,,0.00036992198009147163,0.0033292978208232446,,,,0.0013451708366962604,0.0005380683346785041,0.05081382835620124,0.018126177024482108,0.07099139090664515,,0.016915523271455474,,0.0005380683346785041,0.013518966908797418,0.007936507936507936,0.01668011837503363,0.030804412160344363,0.03931261770244821,0.10283831046542911,,0.00043718052192628465,0.0012779122948614473,0.0009416195856873823,0.0020850147968792037,0.0018832391713747645,0.0567998385794996,0.003161151466236212,0.005044390637610976,0.00043718052192628465,0.00010088781275221953,0.00010088781275221953
BW_CT0530__IGK.csv,0.019450202794051373,0.0006309148264984228,0.012690401081568273,0.015286164939161784,0.014547093285263633,0.026678684091933302,,0.0003064443442992339,0.05126633618747183,0.07628661559260928,0.015502478593961243,0.007336638125281659,0.015123929698062191,0.00558810274898603,0.009211356466876972,0.0015682739972960793,,0.01519603424966201,0.0002523659305993691,0.02765209553853087,,0.00034249662009914377,0.0020730058584948175,,3.605227579990987e-05,,0.016205497972059488,0.0005227579990986931,0.08140603875619648,0.026606579540333485,0.06570527264533574,,0.004776926543488057,,0.00010815682739972961,0.02743578188373141,0.022712933753943218,0.020982424515547545,0.06676881478143308,0.07821541234790447,0.16349707075259126,,0.0004146011716989635,0.0009914375844975213,0.004434429923388914,0.0034429923388913926,0.001910770617395223,0.09283461018476791,0.0015682739972960793,0.0017485353762956286,0.0004506534474988734,,0.00023433979269941416
BW_6__IGK.csv,0.0261795166858458,0.0008630609896432681,0.020569620253164556,0.015055619485999233,0.015846758726505563,0.029248177982355197,,0.00011986958189489836,0.09615937859608746,0.10033084004602992,0.010500575373993095,0.009709436133486767,0.020545646336785576,0.004746835443037975,0.0013185654008438818,0.0041474875335634825,0.0001678174146528577,0.014911775987725355,0.0005753739930955121,0.05485232067510549,,0.0004794783275795934,0.0026371308016877636,,4.794783275795934e-05,,0.0019179133103183737,0.0004075565784426544,0.07196969696969698,0.01958668968162639,0.05662639048714998,,0.002613156885308784,,0.0001678174146528577,0.024117759877253547,0.009205983889528193,0.018699654775604143,0.054732451093210586,0.07578154967395474,0.15671749136939012,,0.0001678174146528577,0.0014144610663598006,0.0018459915611814346,0.0011267740698120445,0.002085730724971231,0.06631185270425777,0.0011267740698120445,0.004195435366321442,4.794783275795934e-05,,0.00011986958189489836
BW_7__IGK.csv,0.015134919844667928,0.0008463606492084038,0.023548740416210297,0.009658468585084139,0.046201334262670514,0.019167579408543262,,0.000547645125958379,0.06775863785721398,0.08851936672309071,0.002140794583291845,0.004679876530917056,0.012994125261376083,0.0016429353778751369,0.0027880115503335656,0.0019416509011251617,,0.009309967141292442,4.9785920541670816e-05,0.03848451657871154,,0.00019914368216668326,0.0011450761724584287,9.957184108334163e-05,,,0.0038833018022503235,0.000547645125958379,0.05212585880712935,0.009608682664542467,0.0348003584586279,,0.004729662451458727,,0.00019914368216668326,0.01458727471870955,0.006521955590958877,0.011749477247834312,0.05854824255700488,0.055909588768296326,0.1303395399780942,,0.0002489296027083541,0.0013940057751667828,0.0012944339340834412,0.001344219854625112,0.0011948620930000995,0.2585382853728965,0.0006472169670417206,0.003435228517375286,0.0013940057751667828,,9.957184108334163e-05
BW_8__IGK.csv,0.02365140393801701,0.0001165093790050099,0.009553769078410813,0.023068857042991962,0.030059419783292556,0.011359664452988466,,0.0002330187580100198,0.07377956425492252,0.15431667249213563,0.003990446230921589,0.003728300128160317,0.04392403588488873,0.0069323080507980896,0.004980775952464173,0.008709076080624491,5.825468950250495e-05,0.010194570662938366,8.738203425375742e-05,0.036787836420831874,,0.0009320750320400792,0.0015146219270651287,,,,0.0035826634044040543,0.00020389141325876734,0.06477921472678551,0.006145869742514272,0.16759874169870675,,0.0015146219270651287,,0.00020389141325876734,0.012437376208784807,0.005825468950250495,0.008738203425375743,0.03189444250262146,0.091255971105674,0.08898403821507632,,0.0002330187580100198,0.0002621461027612723,0.006524525224280555,0.001281603169055109,0.0014563672375626237,0.05554584644063847,0.0008446929977863219,0.0023593149248514506,0.00032040079226377724,,2.9127344751252476e-05
BW_11__IGK.csv,0.017976621837134985,6.110340529277696e-05,0.01153632291927629,0.01941255186151524,0.013412197461764544,0.03910006904684798,,4.277238370494388e-05,0.09854757205619069,0.07354405861038636,0.012850046133070996,0.0030918323078145144,0.027496532381749636,0.005798713162284534,0.0002566343022296633,0.002120288163659361,7.332408635133237e-05,0.006574726409502802,0.0003727307722859395,0.03897786223626243,,0.00023219294011255246,0.0008493373335695998,,3.666204317566618e-05,,0.04417165168614847,0.00024441362117110784,0.1144344574323127,0.011951826075267175,0.049163799898568346,,0.0037945214686814495,,5.499306476349927e-05,0.022822121876852196,0.004759955272307326,0.02387310044788796,0.07686808385831342,0.06560061592232536,0.14984999114000624,,0.00014664817270266473,0.0014237093433217033,0.00435056245684572,0.003562328528568897,0.0018880952235468082,0.04534483706776979,0.0015214747917901466,0.0015153644512608687,0.00023219294011255246,,6.110340529277696e-05
BW_12__IGK.csv,0.018450273965960336,0.0004970178926441351,0.018607865005091404,0.010970760801047374,0.014752945740192988,0.02297192455025942,,0.0009455462347864036,0.053217281675798866,0.0683581438200068,0.0064612326043737576,0.005842990835474955,0.021044464917810212,0.0034306356980070797,0.001224361150172138,0.001006158172913737,3.636716287640014e-05,0.007224943024778161,0.0003273044658876012,0.0352882703777336,,0.00038791640401493477,0.0012001163749212045,,1.2122387625466711e-05,,0.020098918683023808,0.0004000387916404015,0.057581341220966885,0.012801241332492847,0.1446079619841924,,0.0017577462056926733,1.2122387625466711e-05,0.00036367162876400135,0.014146826358919652,0.01117684139068031,0.01327401444988605,0.06130291422198516,0.06964311690830625,0.17842942345924453,,0.0005455074431460021,0.0015637880036852058,0.0023759879745914756,0.0011273820491684043,0.0016122775541870726,0.1081195752315376,0.004133734180284149,0.0017819909809436067,0.0006424865441497357,,0.00024244775250933424
BW_13__IGK.csv,0.014757084108300136,0.002207448691298276,0.03379391567932142,0.03508105777337289,0.008430780716037147,0.016501161645739882,,0.0003925783386856992,0.05649266650791914,0.0577669371810301,0.052502526016359574,0.0016990275641479442,0.02707503394837273,0.007870873905124757,0.032757766293609984,0.0017118989850884588,5.1485683762058915e-05,0.008231273691459168,0.00012227849893488993,0.03053744618137119,,6.435710470257364e-05,0.00019307131410772093,,6.435710470257364e-06,,0.010972886351788806,0.0001995070245779783,0.0674719885701782,0.00016732847222669146,0.037636034830065064,,0.0012485278312299286,6.435710470257364e-06,1.2871420940514729e-05,0.01666849011796657,0.057046137608361275,0.015458576549558189,0.09091728181332578,0.06198876324951893,0.17855235128682032,,0.00015445705128617674,0.0026579484242162913,0.0033658765759446013,0.004530740171061184,0.001801998931672062,0.05950457900799959,0.0005341639690313612,0.0004633711538585302,0.0003217855235128682,,7.0792815172831e-05
BW_14__IGK.csv,0.010886370008411103,0.0016181359394400608,0.0072495694316497775,0.0030440181038971443,0.015596587495494052,0.023414907678135137,,4.8063443745744384e-05,0.02781271278087075,0.04579645131573677,0.004574037729803341,0.0014659350342452037,0.015933031601714262,0.005415147995353867,0.030231906116073216,0.0014899667561180758,1.602114791524813e-05,0.012736812592622262,0.00010413746144911283,0.018440341250450593,,0.0007369728041014138,0.00029639123643209034,,,,0.00033644410622021067,0.0002643489406015941,0.03309969159290263,0.029615091921336163,0.060912404373773384,,0.0003124123843473385,,3.204229583049626e-05,0.011631353386470141,0.004806344374574438,0.0052228942203708896,0.028101093443345215,0.020603196219009093,0.4630832699162895,,9.612688749148877e-05,0.0008330996915929026,0.0009692794488725117,0.0013617975727960908,0.0006568670645251732,0.10871149917891616,0.0008250891176352786,0.0014979773300757,8.010573957624064e-05,,4.005286978812032e-05
BW_16__IGK.csv,0.017216907843351333,0.0006214883806868286,0.015369239684552654,0.018081952481334353,0.013731533816526552,0.03109121601760324,,0.0005207064811159916,0.07952531725302135,0.08647086983177821,0.005912538108155775,0.018283516280476027,0.0201143874560129,0.008222123306654125,0.000839849163090309,0.0025363444725327333,6.718793304722472e-05,0.01745206560901662,0.0005123079894850885,0.047031553133057305,,0.0006382853639486348,0.003275411736052205,,9.238340793993399e-05,,0.005425425593563396,0.00047031553133057303,0.06583577589464933,0.010632490404723312,0.030125389480049385,8.39849163090309e-06,0.004123659390773417,,0.00010078189957083707,0.027353887241851362,0.012538948004938313,0.010388934147427122,0.10318386817727536,0.09659105224701643,0.16327507579638698,,0.0005878944141632162,0.0011589918450646264,0.0027547052549362133,0.0017300892759660365,0.0020072394997858387,0.06589456533606564,0.0020828259244639663,0.004686358330043924,0.0012261797781118512,8.39849163090309e-06,0.00020156379914167415
BF__IGK.csv,0.016922263352723427,,0.00819672131147541,0.011501850872554203,0.007006874669487044,0.07152300370174511,,0.0013220518244315177,0.09928609201480698,0.06835007932310946,0.005817028027498678,0.016790058170280276,0.021946060285563194,0.0021152829190904283,,0.0021152829190904283,,0.03966155473294553,0.00013220518244315177,0.05142781597038604,,,0.006874669487043892,0.0006610259122157589,,,0.01269169751454257,0.001983077736647277,0.07337387625594924,0.0009254362771020624,0.035959809624537285,,0.007271285034373348,,0.0003966155473294553,0.018244315177154944,0.017054468535166577,0.008989952406134321,0.10523532522474881,0.07522474881015336,0.14079851930195664,,0.00013220518244315177,0.003966155473294554,0.007271285034373348,0.007271285034373348,0.0022474881015335803,0.0411158117398202,0.005023796932839768,0.0010576414595452142,,,0.0021152829190904283
BW_10__IGK.csv,0.018170724943147153,0.0007543402296300405,0.008752565311442676,0.006877807976038605,0.008286649287259416,0.01858117477397526,,0.00012202562538133008,0.08830217982139886,0.07654334683010705,0.021066060236285985,0.002873148815796772,0.011193077819069277,0.014687448000443729,0.0006655943202618004,0.001541960175273171,1.1093238671030007e-05,0.007144045704143324,0.00021077153474957012,0.04600366076876144,,0.0003217039214598702,0.0007876199456431305,,3.327971601309002e-05,,0.0027844029064285317,0.00017749181873648011,0.04701314548782517,0.03110544123356814,0.05943757279937878,,0.0007432469909590105,1.1093238671030007e-05,0.0007432469909590105,0.014576515613733429,0.008364301957956625,0.019635032447723112,0.07528981086028066,0.09209606744689113,0.21902490432081645,,0.0001663985800654501,0.0014421210272339009,0.0050030506406345335,0.0011758832991291808,0.0018747573354040712,0.07515669199622829,0.0007432469909590105,0.009462532586388597,0.0009207388096954906,1.1093238671030007e-05,0.00011093238671030007
